-46,-48,-46,-50,-57,-48,-52,-50,-50,-49,0.5
-50,-50,-46,-50,-48,-52,-50,-48,-50,-48,0.5
-50,-46,-48,-50,-49,-48,-48,-48,-50,-46,0.5
-48,-48,-48,-48,-48,-48,-50,-52,-50,-48,0.5
-50,-51,-46,-46,-49,-49,-51,-53,-48,-49,0.5
-49,-48,-50,-46,-49,-48,-49,-52,-48,-49,0.5
-50,-50,-46,-47,-46,-51,-48,-52,-50,-50,0.5
-47,-51,-51,-50,-56,-48,-52,-45,-50,-47,0.5
-50,-51,-50,-47,-46,-48,-51,-48,-57,-48,0.5
-49,-50,-50,-49,-56,-51,-52,-52,-47,-50,0.5
-49,-48,-50,-50,-52,-52,-50,-53,-50,-48,0.5
-48,-46,-50,-49,-49,-48,-50,-52,-57,-48,0.5
-48,-46,-46,-54,-52,-48,-50,-50,-50,-50,0.5
-49,-52,-51,-55,-51,-49,-49,-50,-50,-49,0.5
-49,-48,-48,-47,-55,-49,-48,-52,-50,-49,0.5
-49,-45,-46,-52,-54,-48,-50,-50,-48,-49,0.5
-49,-49,-48,-49,-57,-50,-48,-50,-50,-48,0.5
-49,-48,-47,-52,-49,-50,-52,-52,-50,-49,0.5
-50,-51,-48,-46,-51,-49,-52,-50,-50,-49,0.5
-48,-50,-48,-48,-48,-50,-48,-50,-50,-49,0.5
-49,-47,-51,-47,-49,-49,-50,-50,-48,-50,0.5
-49,-50,-48,-55,-48,-49,-49,-52,-50,-49,0.5
-48,-46,-46,-47,-52,-49,-50,-52,-50,-48,0.5
-50,-46,-46,-55,-50,-48,-52,-52,-48,-49,0.5
-50,-46,-46,-48,-49,-52,-48,-50,-50,-48,0.5
-49,-50,-50,-49,-54,-50,-48,-50,-50,-48,0.5
-49,-47,-47,-54,-52,-52,-49,-50,-50,-49,0.5
-50,-46,-47,-53,-51,-50,-50,-53,-50,-46,0.5
-48,-48,-48,-57,-56,-48,-48,-49,-48,-50,0.5
-47,-48,-48,-52,-52,-52,-48,-47,-50,-49,0.5
-49,-51,-48,-50,-51,-52,-48,-48,-49,-48,0.5
-47,-50,-49,-47,-56,-52,-51,-47,-50,-50,0.5
-50,-48,-46,-48,-70,-51,-52,-48,-50,-49,0.5
-49,-46,-49,-52,-48,-51,-50,-48,-49,-50,0.5
-48,-46,-48,-48,-48,-50,-54,-47,-49,-49,0.5
-48,-47,-48,-52,-57,-48,-51,-48,-50,-56,0.5
-48,-48,-46,-48,-47,-48,-48,-55,-50,-50,0.5
-49,-48,-46,-51,-48,-49,-49,-48,-50,-48,0.5
-46,-50,-51,-51,-50,-49,-49,-47,-50,-49,0.5
-49,-48,-50,-50,-55,-48,-51,-48,-49,-50,0.5
-54,-46,-48,-49,-45,-51,-51,-48,-48,-48,0.5
-72,-46,-51,-48,-50,-51,-48,-48,-50,-49,0.5
-53,-47,-50,-49,-48,-51,-49,-47,-57,-49,0.5
-52,-51,-46,-48,-51,-50,-48,-47,-50,-49,0.5
-50,-50,-48,-50,-51,-50,-51,-48,-50,-49,0.5
-47,-48,-47,-51,-51,-52,-48,-47,-50,-48,0.5
-48,-46,-48,-47,-51,-48,-49,-48,-50,-48,0.5
-48,-50,-50,-52,-48,-52,-52,-48,-50,-48,0.5
-48,-50,-50,-49,-50,-48,-48,-47,-47,-48,0.5
-48,-48,-46,-48,-50,-49,-52,-47,-47,-48,0.5
-48,-46,-48,-54,-56,-52,-52,-47,-50,-49,0.5
-48,-48,-49,-60,-50,-49,-48,-47,-50,-48,0.5
-47,-51,-47,-49,-49,-50,-48,-48,-49,-50,0.5
-50,-51,-50,-56,-52,-52,-50,-48,-48,-50,0.5
-48,-51,-50,-51,-48,-50,-48,-49,-47,-49,0.5
-48,-50,-48,-50,-50,-49,-48,-48,-50,-47,0.5
-49,-47,-46,-54,-51,-49,-50,-51,-50,-49,0.5
-49,-48,-46,-51,-49,-52,-48,-47,-50,-49,0.5
-54,-48,-46,-51,-49,-51,-52,-52,-48,-49,0.5
-51,-50,-49,-48,-49,-52,-49,-50,-50,-49,0.5
-48,-48,-48,-50,-52,-48,-50,-50,-51,-50,0.5
-49,-46,-50,-54,-48,-48,-52,-48,-50,-49,0.5
-51,-48,-48,-48,-53,-51,-52,-49,-49,-56,0.5
-47,-50,-50,-51,-48,-43,-48,-48,-50,-47,0.5
-49,-48,-46,-52,-49,-48,-52,-48,-48,-50,0.5
-48,-48,-46,-48,-54,-48,-48,-50,-50,-50,0.5
-48,-46,-50,-52,-49,-48,-49,-48,-48,-49,0.5
-51,-47,-47,-46,-49,-52,-52,-50,-49,-49,0.5
-50,-52,-47,-52,-52,-51,-52,-48,-48,-47,0.5
-47,-52,-46,-48,-49,-50,-52,-50,-49,-49,0.5
-50,-50,-50,-48,-48,-51,-48,-48,-50,-50,0.5
-46,-46,-47,-49,-49,-49,-50,-50,-50,-48,0.5
-46,-50,-48,-52,-51,-49,-52,-49,-50,-49,0.5
-48,-48,-48,-48,-49,-49,-52,-50,-50,-48,0.5
-50,-48,-48,-48,-49,-48,-49,-57,-49,-50,0.5
-45,-50,-48,-52,-49,-49,-49,-48,-48,-48,0.5
-51,-48,-51,-56,-52,-52,-49,-47,-48,-48,0.5
-46,-48,-50,-50,-50,-48,-49,-48,-49,-48,0.5
-46,-46,-50,-48,-48,-48,-52,-50,-47,-49,0.5
-50,-48,-46,-50,-48,-49,-49,-50,-49,-48,0.5
-46,-51,-46,-52,-48,-48,-49,-48,-49,-50,0.5
-46,-51,-50,-46,-50,-48,-50,-50,-50,-49,0.5
-50,-51,-46,-51,-52,-53,-48,-50,-50,-50,0.5
-46,-50,-48,-47,-48,-50,-53,-50,-48,-48,0.5
-50,-50,-46,-47,-48,-51,-51,-57,-48,-49,0.5
-51,-46,-48,-52,-51,-48,-52,-50,-50,-56,0.5
