-55,-57,-54,-58,-52,-66,-58,-57,-60,-61,-69,-68,-76,-66,-62
-49,-57,-62,-55,-52,-67,-63,-56,-63,-75,-58,-57,-59,-62,-61
-54,-57,-54,-55,-52,-66,-68,-56,-76,-64,-68,-57,-75,-62,-61
-55,-56,-56,-51,-50,-66,-68,-72,-61,-74,-69,-68,-58,-63,-66
-54,-52,-57,-53,-50,-59,-59,-57,-62,-74,-58,-67,-63,-61,-68
-50,-57,-54,-53,-52,-66,-61,-57,-62,-74,-62,-58,-65,-66,-60
-49,-57,-55,-55,-50,-58,-66,-58,-62,-72,-67,-58,-59,-63,-54
-56,-57,-63,-54,-55,-67,-67,-78,-61,-63,-58,-58,-61,-62,-61
-49,-57,-54,-56,-50,-59,-59,-56,-60,-73,-68,-69,-66,-66,-60
-51,-52,-56,-56,-52,-66,-70,-58,-61,-64,-68,-68,-59,-65,-59
-49,-56,-56,-55,-54,-64,-59,-76,-62,-65,-65,-68,-70,-67,-65
-55,-57,-50,-52,-50,-67,-62,-74,-69,-74,-67,-68,-67,-62,-65
-53,-58,-54,-54,-54,-58,-62,-56,-59,-74,-65,-69,-65,-61,-72
-55,-51,-56,-52,-50,-60,-63,-56,-71,-62,-65,-67,-67,-68,-60
-49,-50,-52,-50,-55,-67,-58,-72,-73,-61,-58,-57,-68,-65,-71
-53,-51,-52,-51,-55,-68,-68,-56,-63,-64,-68,-69,-67,-69,-61
-49,-57,-50,-57,-50,-65,-68,-68,-75,-80,-65,-69,-65,-63,-61
-55,-51,-57,-57,-55,-60,-68,-74,-60,-65,-67,-68,-69,-65,-61
-54,-58,-53,-56,-53,-71,-60,-58,-60,-60,-66,-65,-60,-64,-64
-53,-58,-52,-55,-55,-70,-63,-68,-72,-61,-67,-63,-59,-63,-66
-49,-51,-53,-54,-53,-66,-61,-57,-62,-63,-67,-56,-59,-64,-63
-54,-56,-54,-51,-53,-64,-58,-69,-71,-66,-65,-66,-68,-63,-74
-56,-57,-57,-57,-53,-65,-65,-72,-64,-62,-65,-63,-60,-63,-74
-55,-60,-57,-49,-54,-64,-67,-57,-63,-64,-58,-69,-64,-68,-63
-49,-59,-54,-54,-51,-60,-65,-77,-63,-67,-58,-70,-74,-64,-60
-49,-54,-63,-50,-53,-66,-66,-78,-74,-67,-66,-68,-59,-67,-66
-53,-55,-55,-57,-51,-71,-59,-59,-72,-72,-58,-68,-65,-64,-72
-54,-56,-50,-50,-51,-61,-66,-59,-69,-67,-67,-73,-60,-64,-67
-53,-51,-53,-54,-53,-65,-68,-67,-72,-63,-57,-69,-72,-62,-69
-53,-50,-68,-52,-53,-64,-68,-66,-73,-66,-58,-66,-70,-61,-66
-53,-51,-62,-49,-56,-60,-65,-65,-59,-62,-57,-59,-77,-62,-68
-48,-51,-55,-55,-55,-67,-63,-60,-60,-66,-65,-68,-72,-69,-68
-55,-57,-56,-54,-54,-67,-64,-60,-68,-62,-57,-68,-67,-65,-67
-49,-51,-57,-50,-51,-63,-63,-66,-67,-62,-57,-59,-60,-64,-72
-55,-52,-62,-57,-51,-60,-58,-66,-83,-62,-68,-58,-68,-63,-68
-54,-56,-58,-57,-57,-62,-66,-57,-59,-62,-65,-58,-57,-62,-67
-55,-51,-52,-50,-51,-63,-64,-66,-61,-59,-65,-68,-74,-64,-63
-53,-56,-51,-50,-55,-67,-64,-57,-70,-65,-67,-68,-61,-63,-63
-55,-50,-51,-49,-55,-64,-59,-68,-59,-62,-66,-68,-68,-73,-70
-54,-57,-54,-54,-56,-65,-67,-58,-75,-64,-66,-66,-79,-66,-68
-53,-52,-50,-48,-56,-65,-66,-65,-59,-65,-58,-58,-66,-66,-63
-55,-57,-56,-49,-56,-60,-59,-58,-60,-63,-66,-58,-70,-86,-68
-55,-57,-55,-54,-55,-57,-71,-61,-73,-64,-67,-68,-58,-76,-67
-55,-57,-54,-54,-56,-61,-67,-58,-64,-62,-66,-70,-66,-70,-69
-55,-52,-54,-49,-52,-73,-68,-56,-63,-65,-65,-67,-67,-67,-66
-52,-52,-55,-57,-52,-70,-58,-59,-70,-61,-57,-69,-58,-84,-66
-53,-56,-52,-55,-63,-58,-58,-59,-69,-66,-68,-68,-70,-68,-74
-50,-56,-53,-52,-56,-61,-72,-57,-64,-65,-57,-68,-58,-80,-67
-52,-57,-50,-49,-56,-60,-63,-62,-62,-68,-67,-68,-64,-71,-69
-52,-56,-54,-50,-52,-76,-58,-64,-69,-67,-64,-68,-58,-76,-62
-49,-56,-54,-56,-55,-64,-68,-72,-60,-66,-60,-58,-58,-70,-70
-50,-56,-54,-50,-56,-58,-58,-66,-70,-67,-61,-70,-59,-75,-63
-53,-51,-50,-57,-52,-59,-58,-60,-60,-68,-66,-58,-70,-64,-62
-55,-50,-51,-58,-52,-62,-58,-57,-65,-64,-68,-69,-66,-72,-67
-50,-56,-50,-54,-53,-65,-63,-58,-58,-68,-59,-68,-69,-74,-62
-49,-57,-50,-55,-54,-58,-65,-57,-70,-63,-72,-69,-57,-79,-70
-50,-57,-56,-51,-54,-59,-67,-59,-60,-62,-67,-59,-69,-71,-69
-54,-56,-51,-49,-52,-58,-66,-58,-60,-65,-69,-69,-67,-66,-67
-64,-56,-53,-51,-57,-57,-64,-60,-59,-68,-69,-71,-66,-70,-68
-50,-57,-52,-60,-54,-61,-58,-58,-60,-63,-66,-68,-66,-66,-70
-57,-51,-55,-52,-54,-62,-62,-59,-76,-64,-59,-68,-70,-70,-70
-59,-51,-50,-49,-56,-57,-58,-58,-66,-66,-69,-68,-68,-70,-62
-51,-56,-53,-52,-52,-66,-57,-60,-63,-73,-60,-58,-68,-66,-71
-55,-56,-50,-54,-54,-61,-60,-65,-67,-68,-58,-70,-68,-65,-69
-58,-56,-55,-63,-57,-61,-59,-67,-60,-65,-67,-80,-58,-73,-69
-58,-56,-53,-56,-54,-61,-58,-60,-59,-64,-66,-58,-66,-78,-63
-60,-52,-54,-57,-57,-57,-58,-66,-64,-68,-63,-70,-57,-83,-62
-50,-56,-51,-56,-53,-57,-67,-66,-62,-61,-66,-57,-65,-68,-66
-52,-56,-50,-57,-55,-70,-61,-61,-77,-71,-72,-69,-58,-71,-68
-59,-56,-50,-49,-52,-68,-59,-67,-59,-66,-68,-59,-58,-66,-68
-58,-52,-56,-52,-52,-63,-62,-68,-60,-61,-69,-72,-66,-63,-64
-52,-51,-50,-52,-53,-64,-57,-67,-60,-69,-70,-58,-59,-63,-68
-58,-51,-54,-52,-54,-68,-62,-64,-61,-68,-71,-68,-58,-63,-66
-54,-56,-52,-54,-57,-66,-59,-64,-60,-65,-59,-68,-65,-68,-66
-55,-56,-55,-52,-55,-68,-60,-63,-60,-71,-75,-67,-66,-66,-67
-52,-56,-55,-50,-54,-63,-56,-58,-62,-63,-74,-58,-66,-66,-62
-55,-56,-54,-49,-53,-59,-60,-70,-60,-63,-58,-58,-64,-63,-77
-56,-56,-54,-54,-54,-67,-61,-67,-70,-69,-65,-70,-70,-64,-76
-56,-56,-57,-52,-58,-67,-57,-64,-60,-58,-63,-70,-69,-69,-80
-52,-51,-55,-55,-53,-66,-65,-59,-70,-62,-67,-72,-60,-64,-60
-55,-57,-49,-56,-60,-67,-65,-68,-57,-59,-68,-57,-61,-68,-80
-56,-51,-51,-53,-52,-66,-63,-72,-71,-56,-69,-68,-65,-65,-59
-57,-57,-50,-57,-54,-65,-67,-61,-77,-57,-68,-57,-72,-64,-60
-52,-57,-52,-57,-55,-65,-71,-59,-58,-76,-57,-58,-65,-65,-68
-52,-56,-56,-52,-58,-68,-65,-66,-59,-57,-69,-58,-65,-65,-66
-58,-56,-55,-52,-55,-66,-65,-60,-81,-58,-58,-68,-69,-64,-66
-56,-56,-51,-53,-43,-68,-65,-71,-81,-72,-67,-68,-63,-67,-66
-56,-50,-54,-54,-57,-68,-70,-60,-81,-57,-66,-58,-70,-71,-65
-51,-51,-55,-54,-56,-64,-61,-58,-62,-73,-68,-71,-67,-67,-61
-56,-56,-55,-56,-56,-68,-56,-60,-57,-72,-68,-66,-68,-67,-71
-54,-57,-50,-51,-56,-70,-73,-58,-57,-60,-68,-68,-68,-62,-61
-56,-51,-57,-54,-56,-68,-58,-68,-57,-69,-58,-58,-65,-63,-72
-57,-57,-61,-51,-56,-68,-70,-71,-59,-62,-69,-68,-67,-74,-72
-57,-57,-64,-52,-57,-68,-76,-59,-60,-58,-76,-70,-64,-63,-72
-56,-57,-53,-50,-56,-67,-61,-73,-58,-59,-70,-72,-63,-66,-72
-57,-56,-54,-52,-56,-67,-59,-72,-68,-58,-72,-69,-66,-62,-72
-56,-56,-62,-56,-56,-63,-62,-56,-70,-62,-66,-69,-63,-74,-73
-56,-56,-58,-51,-57,-59,-58,-76,-58,-61,-58,-64,-62,-61,-62
-56,-51,-63,-51,-55,-65,-61,-57,-60,-60,-72,-66,-61,-69,-71
-56,-51,-56,-55,-55,-59,-61,-56,-60,-58,-58,-72,-64,-66,-72
-50,-56,-56,-54,-55,-59,-92,-57,-60,-61,-57,-65,-61,-66,-68
-56,-56,-55,-50,-55,-59,-60,-61,-60,-68,-58,-59,-60,-66,-72
-51,-55,-51,-54,-55,-63,-70,-60,-73,-67,-58,-69,-67,-69,-70
-56,-57,-63,-50,-56,-60,-61,-61,-58,-64,-71,-68,-79,-68,-70
-51,-57,-57,-51,-54,-66,-62,-60,-68,-69,-58,-68,-78,-69,-72
-56,-56,-50,-50,-56,-66,-57,-56,-80,-68,-58,-61,-85,-66,-72
-51,-55,-50,-56,-54,-64,-73,-72,-74,-62,-58,-69,-62,-68,-69
-50,-56,-57,-52,-56,-59,-60,-59,-57,-70,-74,-59,-66,-63,-69
-57,-57,-50,-50,-55,-59,-60,-58,-59,-58,-70,-69,-66,-68,-62
-57,-59,-50,-50,-55,-68,-56,-71,-57,-60,-58,-71,-64,-62,-75
-56,-57,-50,-50,-55,-59,-61,-56,-59,-70,-70,-67,-65,-61,-78
-50,-52,-56,-56,-54,-61,-61,-59,-64,-60,-58,-66,-75,-74,-60
-57,-57,-56,-51,-54,-63,-58,-68,-71,-59,-69,-66,-74,-67,-69
-56,-52,-56,-56,-55,-59,-59,-70,-63,-59,-57,-63,-75,-72,-60
-52,-51,-52,-57,-54,-64,-64,-63,-63,-59,-57,-57,-69,-72,-80
-58,-56,-55,-52,-55,-58,-67,-70,-82,-59,-67,-70,-80,-67,-78
-57,-55,-54,-52,-57,-63,-62,-74,-60,-57,-75,-66,-68,-62,-72
-64,-69,-59,-56,-61,-60,-60,-57,-60,-61,-63,-66,-65,-66,-69
-59,-58,-75,-68,-59,-56,-59,-64,-61,-57,-66,-76,-68,-64,-71
-61,-59,-69,-66,-64,-66,-57,-65,-64,-66,-77,-65,-62,-58,-55
-59,-60,-58,-65,-63,-60,-72,-67,-59,-61,-72,-73,-69,-75,-55
-58,-58,-62,-79,-56,-59,-62,-62,-57,-54,-72,-77,-72,-70,-63
-59,-63,-63,-65,-60,-59,-57,-65,-63,-68,-74,-77,-69,-68,-72
-58,-61,-57,-57,-57,-54,-58,-61,-71,-73,-66,-76,-71,-65,-56
-58,-58,-69,-57,-58,-69,-55,-62,-58,-76,-64,-65,-62,-64,-67
-58,-67,-60,-66,-60,-54,-54,-60,-64,-86,-65,-65,-67,-57,-56
-68,-58,-64,-57,-58,-63,-58,-61,-63,-61,-61,-66,-62,-68,-57
-67,-61,-61,-65,-58,-58,-66,-70,-62,-54,-55,-65,-66,-69,-71
-68,-60,-72,-56,-63,-56,-64,-65,-59,-67,-64,-64,-61,-70,-68
-59,-63,-60,-60,-66,-61,-61,-58,-61,-68,-65,-60,-62,-70,-62
-65,-68,-61,-59,-59,-54,-58,-58,-69,-55,-68,-65,-75,-57,-73
-59,-62,-61,-65,-61,-56,-55,-58,-86,-55,-65,-62,-67,-57,-55
-58,-68,-61,-58,-58,-62,-69,-60,-56,-68,-65,-74,-59,-56,-55
-63,-68,-65,-56,-69,-66,-63,-65,-58,-65,-67,-70,-62,-69,-82
-58,-69,-62,-57,-57,-56,-58,-72,-62,-71,-69,-79,-63,-59,-57
-58,-64,-64,-63,-60,-64,-64,-56,-58,-58,-66,-70,-68,-66,-64
-58,-64,-67,-65,-58,-56,-58,-67,-57,-59,-65,-57,-71,-68,-64
-70,-67,-70,-58,-63,-66,-61,-62,-64,-66,-64,-70,-56,-63,-57
-60,-61,-70,-64,-60,-60,-57,-68,-62,-53,-71,-69,-69,-62,-56
-67,-64,-71,-58,-64,-56,-62,-82,-57,-62,-63,-62,-71,-58,-87
-67,-63,-61,-59,-59,-61,-59,-74,-60,-65,-74,-57,-69,-60,-57
-62,-61,-60,-66,-64,-61,-58,-72,-63,-69,-64,-59,-64,-58,-80
-68,-62,-59,-66,-58,-56,-63,-70,-54,-63,-63,-59,-62,-68,-56
-59,-58,-65,-65,-59,-66,-70,-58,-55,-54,-64,-78,-66,-55,-56
-61,-57,-57,-72,-63,-61,-66,-69,-60,-54,-66,-66,-63,-56,-56
-61,-61,-70,-58,-62,-60,-68,-64,-64,-52,-86,-64,-68,-56,-63
-61,-65,-59,-56,-60,-66,-70,-64,-59,-54,-68,-60,-62,-72,-56
-62,-69,-59,-57,-58,-57,-57,-63,-60,-54,-76,-62,-74,-58,-59
-67,-61,-60,-59,-65,-66,-64,-64,-65,-71,-68,-61,-64,-68,-56
-59,-59,-60,-59,-66,-68,-58,-58,-72,-60,-69,-68,-63,-73,-70
-66,-69,-68,-59,-62,-56,-56,-64,-68,-63,-61,-72,-61,-61,-77
-61,-67,-59,-60,-67,-56,-63,-67,-57,-74,-64,-82,-63,-72,-76
-62,-61,-65,-57,-57,-60,-63,-70,-59,-59,-62,-72,-63,-76,-64
-61,-59,-60,-64,-57,-64,-69,-64,-70,-57,-61,-81,-69,-65,-66
-67,-69,-56,-59,-67,-60,-64,-68,-59,-63,-61,-66,-66,-63,-65
-58,-61,-66,-55,-68,-64,-64,-65,-56,-59,-63,-70,-64,-66,-55
-61,-69,-56,-56,-58,-56,-89,-68,-68,-64,-64,-74,-71,-72,-55
-66,-70,-68,-68,-67,-63,-62,-64,-67,-60,-66,-64,-70,-64,-75
-58,-61,-59,-59,-57,-57,-63,-57,-60,-59,-64,-69,-61,-68,-58
-68,-59,-59,-56,-58,-58,-64,-58,-57,-55,-63,-61,-65,-59,-70
-60,-73,-59,-61,-66,-59,-59,-58,-58,-54,-68,-58,-83,-65,-80
-58,-57,-65,-58,-65,-64,-58,-56,-59,-58,-61,-72,-62,-70,-77
-58,-58,-60,-64,-69,-57,-63,-60,-60,-62,-75,-59,-65,-67,-70
-68,-66,-69,-66,-57,-60,-63,-62,-59,-67,-66,-62,-68,-71,-56
-66,-61,-57,-58,-67,-57,-68,-59,-61,-62,-63,-62,-76,-63,-72
-60,-67,-58,-58,-74,-57,-64,-61,-68,-55,-66,-66,-81,-55,-55
-59,-59,-58,-69,-59,-56,-69,-60,-66,-61,-72,-65,-65,-67,-82
-66,-59,-58,-57,-58,-59,-62,-54,-65,-59,-69,-58,-77,-64,-68
-62,-64,-60,-58,-58,-64,-62,-65,-68,-66,-78,-60,-65,-68,-56
-68,-64,-65,-57,-58,-64,-68,-66,-58,-68,-66,-64,-70,-82,-70
-62,-64,-67,-72,-59,-56,-73,-61,-59,-58,-65,-68,-75,-57,-72
-67,-61,-58,-60,-58,-56,-66,-65,-75,-62,-66,-61,-65,-67,-71
-67,-58,-59,-66,-60,-64,-75,-64,-62,-56,-63,-62,-62,-68,-69
-59,-58,-66,-74,-72,-55,-72,-63,-65,-65,-65,-60,-66,-58,-62
-66,-70,-66,-59,-63,-55,-74,-60,-61,-59,-64,-58,-70,-70,-70
-60,-62,-62,-55,-59,-72,-69,-56,-57,-61,-64,-58,-65,-77,-64
-59,-60,-61,-59,-66,-65,-58,-59,-57,-66,-69,-68,-64,-72,-63
-60,-61,-58,-67,-58,-64,-65,-60,-62,-64,-65,-66,-70,-69,-64
-61,-61,-59,-58,-59,-59,-65,-70,-58,-62,-68,-64,-67,-64,-67
-66,-60,-59,-70,-57,-56,-60,-69,-64,-56,-72,-64,-61,-58,-66
-61,-60,-61,-66,-65,-58,-59,-61,-60,-59,-79,-65,-61,-74,-56
-60,-59,-63,-55,-68,-63,-59,-64,-58,-62,-62,-63,-60,-57,-56
-58,-59,-64,-55,-59,-57,-68,-59,-57,-60,-65,-66,-62,-59,-69
-57,-60,-59,-56,-66,-59,-59,-61,-59,-55,-66,-64,-75,-59,-65
-59,-61,-67,-57,-72,-55,-59,-60,-58,-62,-64,-68,-68,-59,-67
-67,-61,-68,-63,-60,-56,-81,-74,-60,-56,-70,-72,-70,-77,-65
-58,-59,-68,-57,-62,-56,-56,-63,-59,-57,-63,-66,-62,-70,-56
-68,-68,-58,-56,-66,-56,-67,-60,-56,-59,-71,-62,-63,-60,-55
-60,-60,-60,-67,-63,-64,-78,-61,-60,-56,-70,-70,-61,-60,-63
-68,-61,-67,-60,-66,-64,-59,-63,-60,-55,-67,-66,-62,-66,-75
-66,-68,-65,-62,-60,-58,-73,-65,-60,-54,-74,-67,-63,-64,-63
-57,-67,-58,-63,-67,-59,-56,-60,-55,-60,-64,-68,-64,-60,-74
-60,-64,-60,-62,-57,-58,-67,-62,-62,-65,-63,-72,-65,-59,-63
-60,-69,-66,-55,-75,-55,-60,-69,-59,-60,-70,-64,-69,-68,-66
-68,-61,-57,-56,-60,-65,-62,-60,-59,-55,-63,-65,-76,-57,-64
-61,-70,-61,-56,-68,-56,-57,-67,-62,-63,-60,-67,-63,-67,-66
-61,-62,-62,-54,-67,-65,-69,-61,-54,-64,-69,-70,-62,-73,-71
-60,-57,-62,-66,-62,-63,-63,-61,-60,-63,-66,-66,-63,-69,-71
-59,-66,-57,-68,-57,-66,-60,-56,-58,-60,-69,-73,-62,-66,-55
-72,-64,-68,-70,-60,-61,-62,-60,-53,-64,-64,-64,-63,-62,-63
-60,-58,-68,-67,-79,-70,-61,-60,-60,-56,-68,-57,-61,-61,-63
-72,-58,-62,-67,-62,-67,-61,-57,-54,-69,-76,-65,-60,-74,-58
-61,-59,-57,-62,-62,-69,-59,-58,-60,-54,-60,-68,-61,-66,-65
-62,-66,-61,-60,-60,-62,-61,-60,-56,-73,-65,-72,-62,-63,-61
-61,-64,-77,-62,-58,-69,-58,-60,-56,-56,-66,-60,-63,-63,-60
-62,-59,-56,-66,-72,-62,-64,-56,-62,-60,-71,-58,-62,-59,-66
-59,-64,-74,-55,-72,-69,-57,-60,-56,-60,-66,-60,-64,-64,-74
-61,-67,-57,-59,-82,-72,-59,-59,-65,-64,-65,-68,-62,-71,-59
-62,-61,-61,-66,-58,-61,-57,-56,-59,-55,-64,-57,-60,-71,-82
-67,-61,-69,-68,-59,-71,-60,-59,-57,-60,-73,-70,-63,-63,-57
-61,-65,-78,-66,-59,-68,-63,-60,-62,-61,-65,-68,-61,-70,-58
-63,-60,-57,-63,-74,-59,-68,-58,-68,-58,-59,-76,-62,-74,-57
-63,-68,-62,-55,-70,-61,-60,-68,-55,-63,-59,-56,-68,-68,-58
-57,-66,-75,-65,-73,-69,-57,-64,-56,-79,-59,-68,-71,-67,-75
-62,-60,-57,-66,-70,-72,-56,-63,-62,-66,-64,-67,-65,-61,-58
-62,-59,-69,-63,-59,-70,-66,-59,-60,-58,-61,-61,-61,-61,-62
-63,-58,-69,-63,-77,-70,-63,-66,-59,-59,-63,-68,-72,-62,-54
-62,-60,-68,-57,-65,-61,-60,-76,-62,-75,-63,-57,-72,-68,-64
-66,-59,-61,-57,-64,-69,-64,-59,-63,-68,-63,-70,-74,-63,-64
-62,-58,-67,-58,-65,-62,-57,-58,-61,-60,-63,-58,-69,-66,-74
-64,-62,-62,-58,-71,-72,-58,-63,-60,-62,-64,-66,-78,-66,-64
-64,-62,-57,-58,-68,-60,-58,-56,-68,-62,-67,-69,-78,-69,-56
-63,-57,-67,-55,-62,-62,-56,-63,-66,-63,-64,-64,-68,-68,-68
-61,-61,-60,-59,-66,-64,-60,-65,-65,-59,-64,-62,-62,-74,-55
-62,-58,-70,-57,-60,-60,-65,-65,-57,-83,-62,-62,-72,-70,-61
-64,-58,-69,-57,-60,-70,-62,-65,-65,-61,-63,-69,-62,-69,-64
-65,-65,-61,-74,-60,-73,-62,-57,-65,-59,-66,-63,-74,-63,-67
-62,-59,-69,-62,-76,-70,-56,-60,-67,-69,-72,-63,-65,-62,-83
