Address,RSSI,CoordX,CoordY
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-55,6,6
90:E2:02:91:62:09,-52,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-64,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-58,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-58,6,6
3C:A3:08:96:68:60,-62,6,6
90:E2:02:91:62:09,-55,6,6
4C:24:98:5D:05:A3,-64,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-57,6,6
4C:24:98:5D:05:A3,-54,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-57,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-57,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-58,6,6
90:E2:02:91:62:09,-52,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-57,6,6
90:E2:02:91:62:09,-55,6,6
90:E2:02:91:62:09,-52,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-58,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-58,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-60,6,6
90:E2:02:91:62:09,-52,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-53,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-60,6,6
4C:24:98:5D:05:A3,-60,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-55,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-70,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-56,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-70,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-70,6,6
90:E2:02:91:62:09,-53,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-68,6,6
4C:24:98:5D:05:A3,-56,6,6
3C:A3:08:96:68:60,-62,6,6
4C:24:98:5D:05:A3,-64,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-60,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-57,6,6
4C:24:98:5D:05:A3,-65,6,6
3C:A3:08:96:68:60,-57,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-55,6,6
4C:24:98:5D:05:A3,-58,6,6
4C:24:98:5D:05:A3,-60,6,6
90:E2:02:91:62:09,-55,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-59,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-65,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-59,6,6
4C:24:98:5D:05:A3,-58,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-57,6,6
4C:24:98:5D:05:A3,-66,6,6
3C:A3:08:96:68:60,-66,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-59,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-66,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-60,6,6
4C:24:98:5D:05:A3,-59,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-55,6,6
4C:24:98:5D:05:A3,-66,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-59,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-54,6,6
90:E2:02:91:62:09,-55,6,6
4C:24:98:5D:05:A3,-70,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-55,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-63,6,6
90:E2:02:91:62:09,-54,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-65,6,6
90:E2:02:91:62:09,-54,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-63,6,6
4C:24:98:5D:05:A3,-62,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-63,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-64,6,6
4C:24:98:5D:05:A3,-61,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-64,6,6
4C:24:98:5D:05:A3,-61,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-62,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-52,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-67,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-54,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-62,6,6
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-61,6,6
4C:24:98:5D:05:A3,-72,6,6
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-59,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-75,6,6
4C:24:98:5D:05:A3,-76,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-75,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-68,6,6
3C:A3:08:96:68:60,-58,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-59,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-62,6,6
4C:24:98:5D:05:A3,-59,6,6
4C:24:98:5D:05:A3,-59,6,6
90:E2:02:91:62:09,-54,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-59,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-61,6,6
3C:A3:08:96:68:60,-68,6,6
90:E2:02:91:62:09,-55,6,6
90:E2:02:91:62:09,-55,6,6
4C:24:98:5D:05:A3,-61,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-61,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-64,6,6
4C:24:98:5D:05:A3,-58,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-64,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-54,6,6
90:E2:02:91:62:09,-55,6,6
4C:24:98:5D:05:A3,-57,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-54,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-58,6,6
4C:24:98:5D:05:A3,-59,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-55,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-68,6,6
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-63,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-72,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-68,6,6
90:E2:02:91:62:09,-53,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-55,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-59,6,6
3C:A3:08:96:68:60,-62,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-65,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-59,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-65,6,6
90:E2:02:91:62:09,-55,6,6
4C:24:98:5D:05:A3,-61,6,6
3C:A3:08:96:68:60,-83,6,6
4C:24:98:5D:05:A3,-60,6,6
4C:24:98:5D:05:A3,-57,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-66,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-56,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-52,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-68,6,6
4C:24:98:5D:05:A3,-68,6,6
90:E2:02:91:62:09,-61,6,6
4C:24:98:5D:05:A3,-74,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-57,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-68,6,6
3C:A3:08:96:68:60,-63,6,6
3C:A3:08:96:68:60,-62,6,6
3C:A3:08:96:68:60,-64,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-63,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-64,6,6
4C:24:98:5D:05:A3,-70,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-72,6,6
3C:A3:08:96:68:60,-62,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-66,6,6
4C:24:98:5D:05:A3,-56,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-65,6,6
3C:A3:08:96:68:60,-65,6,6
4C:24:98:5D:05:A3,-68,6,6
3C:A3:08:96:68:60,-63,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-63,6,6
4C:24:98:5D:05:A3,-56,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-56,6,6
90:E2:02:91:62:09,-52,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-56,6,6
3C:A3:08:96:68:60,-61,6,6
4C:24:98:5D:05:A3,-63,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-54,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-71,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-62,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-58,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-63,6,6
4C:24:98:5D:05:A3,-72,6,6
3C:A3:08:96:68:60,-62,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-62,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-60,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-63,6,6
3C:A3:08:96:68:60,-62,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-59,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-60,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-65,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-57,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-64,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-59,6,6
90:E2:02:91:62:09,-52,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-65,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-55,6,6
90:E2:02:91:62:09,-53,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-64,6,6
3C:A3:08:96:68:60,-57,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-74,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-56,6,6
90:E2:02:91:62:09,-55,6,6
4C:24:98:5D:05:A3,-68,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-53,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-67,6,6
4C:24:98:5D:05:A3,-80,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-69,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-64,6,6
4C:24:98:5D:05:A3,-68,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-53,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-59,6,6
3C:A3:08:96:68:60,-57,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-61,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-59,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-59,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-61,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-59,6,6
90:E2:02:91:62:09,-55,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-60,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-57,6,6
4C:24:98:5D:05:A3,-61,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-61,6,6
4C:24:98:5D:05:A3,-59,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-61,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-61,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-61,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-58,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-58,6,6
4C:24:98:5D:05:A3,-61,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-58,6,6
90:E2:02:91:62:09,-55,6,6
3C:A3:08:96:68:60,-58,6,6
90:E2:02:91:62:09,-53,6,6
4C:24:98:5D:05:A3,-61,6,6
90:E2:02:91:62:09,-52,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-60,6,6
3C:A3:08:96:68:60,-58,6,6
4C:24:98:5D:05:A3,-67,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
4C:24:98:5D:05:A3,-66,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-61,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-65,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-56,6,6
4C:24:98:5D:05:A3,-57,6,6
90:E2:02:91:62:09,-52,6,6
3C:A3:08:96:68:60,-57,6,6
4C:24:98:5D:05:A3,-62,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-52,6,6
4C:24:98:5D:05:A3,-68,6,6
4C:24:98:5D:05:A3,-62,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-59,6,6
3C:A3:08:96:68:60,-57,6,6
4C:24:98:5D:05:A3,-56,6,6
3C:A3:08:96:68:60,-59,6,6
4C:24:98:5D:05:A3,-59,6,6
3C:A3:08:96:68:60,-57,6,6
90:E2:02:91:62:09,-54,6,6
4C:24:98:5D:05:A3,-66,6,6
4C:24:98:5D:05:A3,-62,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-59,6,6
90:E2:02:91:62:09,-54,6,6
3C:A3:08:96:68:60,-60,6,6
90:E2:02:91:62:09,-54,6,6
90:E2:02:91:62:09,-53,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-61,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-59,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-61,6,6
3C:A3:08:96:68:60,-58,6,6
3C:A3:08:96:68:60,-59,6,6
3C:A3:08:96:68:60,-58,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-59,6,6
3C:A3:08:96:68:60,-61,6,6
3C:A3:08:96:68:60,-60,6,6
3C:A3:08:96:68:60,-62,6,6
3C:A3:08:96:68:60,-73,6,6
3C:A3:08:96:68:60,-69,9,10
90:E2:02:91:62:09,-59,9,10
4C:24:98:5D:05:A3,-49,9,10
4C:24:98:5D:05:A3,-58,9,10
3C:A3:08:96:68:60,-64,9,10
3C:A3:08:96:68:60,-68,9,10
90:E2:02:91:62:09,-72,9,10
4C:24:98:5D:05:A3,-50,9,10
3C:A3:08:96:68:60,-73,9,10
90:E2:02:91:62:09,-65,9,10
90:E2:02:91:62:09,-63,9,10
4C:24:98:5D:05:A3,-55,9,10
3C:A3:08:96:68:60,-69,9,10
4C:24:98:5D:05:A3,-52,9,10
90:E2:02:91:62:09,-66,9,10
90:E2:02:91:62:09,-66,9,10
3C:A3:08:96:68:60,-66,9,10
4C:24:98:5D:05:A3,-54,9,10
90:E2:02:91:62:09,-66,9,10
4C:24:98:5D:05:A3,-51,9,10
90:E2:02:91:62:09,-65,9,10
3C:A3:08:96:68:60,-65,9,10
90:E2:02:91:62:09,-63,9,10
4C:24:98:5D:05:A3,-52,9,10
3C:A3:08:96:68:60,-77,9,10
90:E2:02:91:62:09,-67,9,10
3C:A3:08:96:68:60,-66,9,10
90:E2:02:91:62:09,-68,9,10
4C:24:98:5D:05:A3,-56,9,10
3C:A3:08:96:68:60,-70,9,10
90:E2:02:91:62:09,-65,9,10
90:E2:02:91:62:09,-63,9,10
4C:24:98:5D:05:A3,-45,9,10
4C:24:98:5D:05:A3,-52,9,10
3C:A3:08:96:68:60,-68,9,10
4C:24:98:5D:05:A3,-48,9,10
90:E2:02:91:62:09,-67,9,10
90:E2:02:91:62:09,-63,9,10
4C:24:98:5D:05:A3,-52,9,10
3C:A3:08:96:68:60,-66,9,10
90:E2:02:91:62:09,-62,9,10
4C:24:98:5D:05:A3,-50,9,10
90:E2:02:91:62:09,-67,9,10
4C:24:98:5D:05:A3,-52,9,10
3C:A3:08:96:68:60,-66,9,10
90:E2:02:91:62:09,-65,9,10
3C:A3:08:96:68:60,-66,9,10
3C:A3:08:96:68:60,-74,9,10
90:E2:02:91:62:09,-69,9,10
4C:24:98:5D:05:A3,-53,9,10
3C:A3:08:96:68:60,-70,9,10
4C:24:98:5D:05:A3,-58,9,10
3C:A3:08:96:68:60,-74,9,10
90:E2:02:91:62:09,-72,9,10
4C:24:98:5D:05:A3,-54,9,10
90:E2:02:91:62:09,-65,9,10
4C:24:98:5D:05:A3,-49,9,10
90:E2:02:91:62:09,-65,9,10
3C:A3:08:96:68:60,-64,9,10
3C:A3:08:96:68:60,-69,9,10
90:E2:02:91:62:09,-62,9,10
4C:24:98:5D:05:A3,-55,9,10
90:E2:02:91:62:09,-72,9,10
4C:24:98:5D:05:A3,-46,9,10
3C:A3:08:96:68:60,-66,9,10
4C:24:98:5D:05:A3,-54,9,10
90:E2:02:91:62:09,-65,9,10
90:E2:02:91:62:09,-64,9,10
4C:24:98:5D:05:A3,-54,9,10
3C:A3:08:96:68:60,-66,9,10
90:E2:02:91:62:09,-74,9,10
3C:A3:08:96:68:60,-66,9,10
4C:24:98:5D:05:A3,-62,9,10
90:E2:02:91:62:09,-72,9,10
90:E2:02:91:62:09,-72,9,10
4C:24:98:5D:05:A3,-59,9,10
3C:A3:08:96:68:60,-66,9,10
4C:24:98:5D:05:A3,-50,9,10
3C:A3:08:96:68:60,-79,9,10
90:E2:02:91:62:09,-72,9,10
3C:A3:08:96:68:60,-65,9,10
3C:A3:08:96:68:60,-66,9,10
4C:24:98:5D:05:A3,-52,9,10
90:E2:02:91:62:09,-64,9,10
90:E2:02:91:62:09,-62,9,10
90:E2:02:91:62:09,-66,9,10
3C:A3:08:96:68:60,-71,9,10
4C:24:98:5D:05:A3,-46,9,10
4C:24:98:5D:05:A3,-55,9,10
3C:A3:08:96:68:60,-67,9,10
3C:A3:08:96:68:60,-68,9,10
90:E2:02:91:62:09,-61,9,10
4C:24:98:5D:05:A3,-49,9,10
3C:A3:08:96:68:60,-65,9,10
90:E2:02:91:62:09,-71,9,10
4C:24:98:5D:05:A3,-48,9,10
3C:A3:08:96:68:60,-68,9,10
4C:24:98:5D:05:A3,-54,9,10
3C:A3:08:96:68:60,-61,9,10
90:E2:02:91:62:09,-64,9,10
4C:24:98:5D:05:A3,-52,9,10
90:E2:02:91:62:09,-67,9,10
3C:A3:08:96:68:60,-72,9,10
4C:24:98:5D:05:A3,-46,9,10
4C:24:98:5D:05:A3,-50,9,10
4C:24:98:5D:05:A3,-56,9,10
90:E2:02:91:62:09,-60,9,10
3C:A3:08:96:68:60,-67,9,10
3C:A3:08:96:68:60,-67,9,10
4C:24:98:5D:05:A3,-52,9,10
3C:A3:08:96:68:60,-67,9,10
90:E2:02:91:62:09,-68,9,10
3C:A3:08:96:68:60,-63,9,10
4C:24:98:5D:05:A3,-47,9,10
4C:24:98:5D:05:A3,-50,9,10
3C:A3:08:96:68:60,-67,9,10
90:E2:02:91:62:09,-62,9,10
3C:A3:08:96:68:60,-68,9,10
90:E2:02:91:62:09,-64,9,10
90:E2:02:91:62:09,-71,9,10
3C:A3:08:96:68:60,-67,9,10
3C:A3:08:96:68:60,-63,9,10
3C:A3:08:96:68:60,-68,9,10
4C:24:98:5D:05:A3,-54,9,10
90:E2:02:91:62:09,-69,9,10
3C:A3:08:96:68:60,-66,9,10
4C:24:98:5D:05:A3,-52,9,10
90:E2:02:91:62:09,-72,9,10
3C:A3:08:96:68:60,-65,9,10
90:E2:02:91:62:09,-66,9,10
3C:A3:08:96:68:60,-68,9,10
90:E2:02:91:62:09,-68,9,10
3C:A3:08:96:68:60,-62,9,10
90:E2:02:91:62:09,-63,9,10
3C:A3:08:96:68:60,-58,9,10
90:E2:02:91:62:09,-72,9,10
4C:24:98:5D:05:A3,-49,9,10
4C:24:98:5D:05:A3,-56,9,10
90:E2:02:91:62:09,-70,9,10
3C:A3:08:96:68:60,-68,9,10
4C:24:98:5D:05:A3,-56,9,10
90:E2:02:91:62:09,-65,9,10
4C:24:98:5D:05:A3,-48,9,10
4C:24:98:5D:05:A3,-59,9,10
3C:A3:08:96:68:60,-65,9,10
90:E2:02:91:62:09,-65,9,10
90:E2:02:91:62:09,-60,9,10
3C:A3:08:96:68:60,-69,9,10
4C:24:98:5D:05:A3,-54,9,10
4C:24:98:5D:05:A3,-52,9,10
3C:A3:08:96:68:60,-68,9,10
90:E2:02:91:62:09,-65,9,10
4C:24:98:5D:05:A3,-53,9,10
90:E2:02:91:62:09,-60,9,10
4C:24:98:5D:05:A3,-48,9,10
3C:A3:08:96:68:60,-64,9,10
