-63,-66,-58,-62,-62,-67,-68,-69,-65,-61
-64,-58,-66,-69,-62,-66,-65,-60,-64,-64
-63,-68,-57,-80,-68,-67,-63,-59,-63,-66
-65,-68,-58,-68,-68,-67,-56,-59,-64,-63
-64,-57,-71,-62,-70,-65,-66,-68,-63,-74
-64,-68,-70,-74,-68,-65,-63,-60,-63,-74
-62,-65,-64,-76,-67,-58,-69,-64,-68,-63
-60,-57,-64,-69,-61,-58,-70,-74,-64,-60
-64,-68,-58,-76,-72,-66,-68,-59,-67,-66
-55,-58,-59,-70,-67,-58,-68,-65,-64,-72
-59,-68,-64,-60,-73,-67,-73,-60,-64,-67
-63,-68,-66,-60,-68,-57,-69,-72,-62,-69
-63,-69,-58,-60,-62,-58,-66,-70,-61,-66
-61,-69,-76,-68,-62,-57,-59,-77,-62,-68
-66,-58,-63,-60,-69,-65,-68,-72,-69,-68
-60,-58,-62,-61,-68,-57,-68,-67,-65,-67
-60,-58,-68,-65,-70,-57,-59,-60,-64,-72
-61,-70,-66,-76,-65,-68,-58,-68,-63,-68
-60,-67,-61,-69,-66,-65,-58,-57,-62,-67
-61,-68,-65,-64,-64,-65,-68,-74,-64,-63
-68,-59,-57,-68,-73,-67,-68,-61,-63,-63
-61,-70,-64,-68,-68,-66,-68,-68,-73,-70
-62,-67,-57,-66,-65,-66,-66,-79,-66,-68
-65,-68,-66,-67,-67,-58,-58,-66,-66,-63
-66,-66,-67,-65,-69,-66,-58,-70,-86,-68
-65,-58,-64,-79,-66,-67,-68,-58,-76,-67
-63,-59,-69,-73,-79,-66,-70,-66,-70,-69
-60,-70,-68,-63,-77,-65,-67,-67,-67,-66
-63,-69,-67,-72,-66,-57,-69,-58,-84,-66
-63,-59,-58,-73,-76,-68,-68,-70,-68,-74
-64,-68,-60,-63,-69,-57,-68,-58,-80,-67
-64,-59,-58,-61,-62,-67,-68,-64,-71,-69
-65,-69,-64,-69,-70,-64,-68,-58,-76,-62
-65,-67,-68,-71,-76,-60,-58,-58,-70,-70
-64,-67,-60,-66,-71,-61,-70,-59,-75,-63
-62,-67,-59,-66,-74,-66,-58,-70,-64,-62
-63,-69,-75,-64,-72,-68,-69,-66,-72,-67
-71,-60,-62,-69,-66,-59,-68,-69,-74,-62
-66,-67,-74,-62,-66,-72,-69,-57,-79,-70
-62,-59,-61,-70,-66,-67,-59,-69,-71,-69
-62,-68,-62,-74,-67,-69,-69,-67,-66,-67
-62,-68,-64,-68,-82,-69,-71,-66,-70,-68
-63,-58,-60,-74,-67,-66,-68,-66,-66,-70
-66,-67,-69,-67,-66,-59,-68,-70,-70,-70
-65,-68,-67,-63,-67,-69,-68,-68,-70,-62
-64,-67,-60,-67,-74,-60,-58,-68,-66,-71
-64,-60,-58,-69,-66,-58,-70,-68,-65,-69
-65,-68,-58,-69,-66,-67,-80,-58,-73,-69
-62,-59,-60,-67,-65,-66,-58,-66,-78,-63
-66,-68,-69,-74,-60,-63,-70,-57,-83,-62
-62,-68,-70,-65,-63,-66,-57,-65,-68,-66
-59,-70,-59,-68,-71,-72,-69,-58,-71,-68
-60,-68,-60,-65,-60,-68,-59,-58,-66,-68
-60,-68,-60,-63,-66,-69,-72,-66,-63,-64
-59,-59,-66,-65,-68,-70,-58,-59,-63,-68
-59,-59,-83,-65,-68,-71,-68,-58,-63,-66
-70,-69,-68,-68,-61,-59,-68,-65,-68,-66
-59,-68,-69,-65,-64,-75,-67,-66,-66,-67
-60,-68,-66,-63,-62,-74,-58,-66,-66,-62
-60,-58,-68,-65,-79,-58,-58,-64,-63,-77
-65,-59,-71,-61,-75,-65,-70,-70,-64,-76
-70,-69,-62,-64,-64,-63,-70,-69,-69,-80
-65,-58,-63,-62,-62,-67,-72,-60,-64,-60
-71,-68,-63,-66,-64,-68,-57,-61,-68,-80
-65,-69,-61,-64,-63,-69,-68,-65,-65,-59
-69,-69,-74,-63,-63,-68,-57,-72,-64,-60
-59,-58,-66,-67,-63,-57,-58,-65,-65,-68
-68,-71,-66,-65,-61,-69,-58,-65,-65,-66
-70,-67,-67,-68,-61,-58,-68,-69,-64,-66
-65,-58,-62,-63,-63,-67,-68,-63,-67,-66
-70,-68,-62,-63,-61,-66,-58,-70,-71,-65
-58,-59,-68,-68,-75,-68,-71,-67,-67,-61
-57,-58,-68,-62,-60,-68,-66,-68,-67,-71
-64,-66,-66,-64,-64,-68,-68,-68,-62,-61
-57,-68,-68,-65,-62,-58,-58,-65,-63,-72
-65,-69,-65,-62,-63,-69,-68,-67,-74,-72
-67,-69,-79,-62,-64,-76,-70,-64,-63,-72
-58,-58,-69,-66,-63,-70,-72,-63,-66,-72
-66,-58,-79,-64,-70,-72,-69,-66,-62,-72
-68,-58,-63,-67,-64,-66,-69,-63,-74,-73
-66,-57,-69,-63,-77,-58,-64,-62,-61,-62
-67,-58,-60,-67,-75,-72,-66,-61,-69,-71
-65,-72,-76,-67,-61,-58,-72,-64,-66,-72
-69,-68,-76,-66,-62,-57,-65,-61,-66,-68
-58,-57,-59,-62,-61,-58,-59,-60,-66,-72
-68,-57,-75,-62,-61,-58,-69,-67,-69,-70
-69,-68,-58,-63,-66,-71,-68,-79,-68,-70
-58,-67,-63,-61,-68,-58,-68,-78,-69,-72
-62,-58,-65,-66,-60,-58,-61,-85,-66,-72
-67,-58,-59,-63,-54,-58,-69,-62,-68,-69
-58,-58,-61,-62,-61,-74,-59,-66,-63,-69
-68,-69,-66,-66,-60,-70,-69,-66,-68,-62
-68,-68,-59,-65,-59,-58,-71,-64,-62,-75
-65,-68,-70,-67,-65,-70,-67,-65,-61,-78
-67,-68,-67,-62,-65,-58,-66,-75,-74,-60
-65,-69,-65,-61,-72,-69,-66,-74,-67,-69
-65,-67,-67,-68,-60,-57,-63,-75,-72,-60
-58,-57,-68,-65,-71,-57,-57,-69,-72,-80
-68,-69,-67,-69,-61,-67,-70,-80,-67,-78
-65,-69,-65,-63,-61,-75,-66,-68,-62,-72
-63,-66,-65,-66,-69,-63,-57,-72,-68,-64
-66,-76,-68,-64,-71,-63,-70,-74,-63,-64
-77,-65,-62,-58,-55,-63,-58,-69,-66,-74
-72,-73,-69,-75,-55,-64,-66,-78,-66,-64
