-43,-48,-48,-48,-49,-45,-48,-49,-51,-49,0.5
-47,-48,-47,-48,-49,-50,-46,-48,-46,-49,0.5
-47,-49,-48,-48,-48,-52,-48,-48,-46,-50,0.5
-46,-48,-48,-47,-48,-48,-48,-49,-49,-48,0.5
-45,-49,-47,-45,-48,-45,-47,-49,-50,-49,0.5
-46,-49,-49,-48,-48,-51,-48,-48,-48,-46,0.5
-47,-49,-49,-45,-48,-46,-50,-48,-47,-46,0.5
-47,-49,-49,-48,-48,-49,-48,-48,-50,-45,0.5
-47,-50,-48,-45,-48,-48,-50,-49,-49,-48,0.5
-46,-48,-46,-48,-48,-48,-47,-50,-48,-48,0.5
-45,-50,-46,-48,-48,-48,-48,-48,-52,-48,0.5
-45,-50,-49,-48,-45,-49,-44,-49,-48,-47,0.5
-45,-49,-48,-47,-45,-47,-48,-48,-52,-44,0.5
-44,-50,-49,-48,-48,-49,-46,-57,-52,-48,0.5
-45,-49,-49,-48,-48,-50,-48,-48,-51,-45,0.5
-46,-48,-48,-48,-48,-47,-48,-50,-47,-45,0.5
-45,-49,-52,-48,-45,-48,-48,-49,-50,-48,0.5
-44,-48,-46,-48,-46,-48,-48,-49,-49,-48,0.5
-46,-48,-48,-44,-49,-48,-43,-48,-48,-48,0.5
-45,-49,-48,-48,-48,-46,-47,-48,-47,-48,0.5
-45,-49,-46,-48,-48,-47,-47,-49,-48,-48,0.5
-45,-49,-48,-48,-48,-47,-46,-48,-48,-47,0.5
-45,-48,-50,-46,-45,-48,-45,-49,-47,-45,0.5
-44,-50,-49,-48,-48,-47,-46,-49,-49,-48,0.5
-43,-49,-48,-50,-48,-49,-47,-49,-49,-45,0.5
-51,-48,-46,-50,-46,-47,-47,-49,-49,-48,0.5
-43,-48,-48,-50,-48,-49,-47,-50,-48,-45,0.5
-47,-49,-48,-47,-50,-49,-46,-48,-46,-48,0.5
-49,-49,-49,-49,-48,-47,-45,-50,-46,-48,0.5
-48,-49,-46,-49,-45,-48,-45,-50,-49,-48,0.5
-48,-50,-45,-47,-48,-48,-45,-49,-48,-47,0.5
-47,-50,-46,-47,-46,-48,-44,-50,-49,-48,0.5
-52,-50,-48,-50,-48,-49,-45,-49,-49,-48,0.5
-48,-48,-48,-46,-49,-49,-46,-48,-48,-48,0.5
-49,-50,-47,-48,-49,-48,-45,-49,-52,-48,0.5
-48,-49,-46,-46,-49,-49,-44,-48,-46,-48,0.5
-50,-49,-49,-51,-48,-49,-46,-48,-48,-44,0.5
-48,-47,-48,-48,-48,-50,-45,-49,-48,-48,0.5
-50,-48,-48,-47,-48,-49,-45,-49,-46,-48,0.5
-48,-48,-48,-45,-46,-48,-45,-49,-48,-48,0.5
-48,-47,-48,-48,-45,-52,-45,-48,-50,-46,0.5
-55,-49,-48,-48,-49,-50,-44,-50,-49,-48,0.5
-49,-55,-48,-48,-46,-50,-43,-49,-48,-50,0.5
-48,-48,-48,-46,-45,-48,-51,-48,-46,-50,0.5
-48,-51,-48,-45,-45,-47,-43,-48,-48,-50,0.5
-48,-52,-46,-48,-49,-49,-47,-49,-48,-47,0.5
-49,-52,-48,-48,-48,-50,-49,-49,-49,-49,0.5
-50,-48,-46,-48,-48,-46,-48,-49,-46,-49,0.5
-50,-48,-48,-45,-49,-48,-48,-50,-45,-47,0.5
-50,-46,-45,-48,-45,-48,-47,-50,-46,-47,0.5
-48,-46,-48,-48,-48,-47,-52,-50,-48,-50,0.5
-48,-48,-48,-48,-46,-48,-48,-48,-48,-46,0.5
-48,-48,-46,-46,-48,-47,-49,-50,-47,-48,0.5
-49,-48,-48,-45,-48,-46,-48,-49,-46,-46,0.5
-50,-51,-47,-49,-49,-48,-50,-49,-49,-51,0.5
-50,-48,-46,-48,-48,-48,-48,-47,-48,-48,0.5
