-59,-62,-57,-60,-58,-60,-68,-74,-60,-65
-60,-61,-64,-59,-72,-71,-60,-58,-60,-60
-60,-58,-67,-59,-72,-70,-63,-68,-72,-61
-58,-59,-57,-66,-76,-66,-61,-57,-62,-63
-59,-62,-61,-58,-74,-64,-58,-69,-71,-66
-57,-62,-70,-61,-78,-65,-65,-72,-64,-62
-67,-58,-72,-60,-74,-64,-67,-57,-63,-64
-72,-66,-69,-64,-60,-60,-65,-77,-63,-67
-65,-68,-62,-62,-58,-66,-66,-78,-74,-67
-62,-58,-67,-60,-72,-71,-59,-59,-72,-72
-66,-69,-62,-62,-72,-61,-66,-59,-69,-67
-65,-60,-69,-69,-59,-65,-68,-67,-72,-63
-63,-70,-62,-66,-59,-64,-68,-66,-73,-66
-62,-68,-68,-64,-79,-60,-65,-65,-59,-62
-65,-69,-59,-83,-61,-67,-63,-60,-60,-66
-62,-61,-61,-60,-68,-67,-64,-60,-68,-62
-61,-61,-68,-66,-61,-63,-63,-66,-67,-62
-74,-56,-65,-58,-59,-60,-58,-66,-83,-62
-66,-64,-61,-60,-77,-62,-66,-57,-59,-62
-70,-65,-61,-58,-80,-63,-64,-66,-61,-59
-76,-59,-61,-64,-62,-67,-64,-57,-70,-65
-64,-64,-66,-72,-77,-64,-59,-68,-59,-62
-58,-60,-62,-60,-61,-65,-67,-58,-75,-64
-70,-65,-60,-92,-74,-65,-66,-65,-59,-65
-70,-64,-72,-59,-62,-60,-59,-58,-60,-63
-72,-64,-67,-61,-62,-57,-71,-61,-73,-64
-57,-59,-60,-61,-61,-61,-67,-58,-64,-62
-70,-59,-59,-58,-63,-73,-68,-56,-63,-65
-76,-64,-60,-62,-62,-70,-58,-59,-70,-61
-61,-63,-66,-76,-71,-58,-58,-59,-69,-66
-71,-64,-59,-60,-65,-61,-72,-57,-64,-65
-77,-63,-57,-64,-62,-60,-63,-62,-62,-68
-79,-59,-58,-73,-68,-76,-58,-64,-69,-67
-77,-60,-68,-63,-68,-64,-68,-72,-60,-66
-75,-64,-68,-76,-68,-58,-58,-66,-70,-67
-62,-64,-72,-59,-70,-59,-58,-60,-60,-68
-66,-60,-76,-62,-76,-62,-58,-57,-65,-64
-62,-60,-57,-59,-65,-65,-63,-58,-58,-68
-63,-63,-55,-57,-72,-58,-65,-57,-70,-63
-62,-63,-69,-59,-65,-59,-67,-59,-60,-62
-64,-59,-66,-58,-61,-58,-66,-58,-60,-65
-60,-59,-57,-72,-72,-57,-64,-60,-59,-68
-64,-64,-68,-58,-78,-61,-58,-58,-60,-63
-63,-60,-56,-62,-60,-62,-62,-59,-76,-64
-60,-67,-66,-70,-62,-57,-58,-58,-66,-66
-69,-65,-56,-60,-69,-66,-57,-60,-63,-73
-61,-66,-65,-59,-69,-61,-60,-65,-67,-68
-60,-68,-58,-59,-70,-61,-59,-67,-60,-65
-66,-59,-59,-72,-62,-61,-58,-60,-59,-64
-66,-59,-59,-60,-62,-57,-58,-66,-64,-68
-59,-68,-60,-69,-71,-57,-67,-66,-62,-61
-62,-60,-68,-57,-62,-70,-61,-61,-77,-71
-65,-68,-57,-68,-64,-68,-59,-67,-59,-66
-63,-68,-63,-57,-64,-63,-62,-68,-60,-61
-66,-60,-60,-68,-65,-64,-57,-67,-60,-69
-62,-67,-57,-56,-69,-68,-62,-64,-61,-68
-66,-65,-57,-73,-70,-66,-59,-64,-60,-65
-64,-66,-75,-60,-68,-68,-60,-63,-60,-71
-66,-67,-70,-72,-71,-63,-56,-58,-62,-63
-60,-64,-56,-61,-64,-59,-60,-70,-60,-63
-60,-67,-57,-60,-62,-67,-61,-67,-70,-69
