erroX,erroY,CoordX,CoordY
-0.03350543975830078,-0.07831335067749023,2.0,6.0
-0.026018381118774414,0.001726388931274414,2.0,2.0
0.073944091796875,0.08161258697509766,2.0,10.0
-0.0036954879760742188,0.5219683647155762,9.0,6.0
0.003915309906005859,-0.15511977672576904,2.0,2.0
-0.3527069091796875,0.281796932220459,9.0,6.0
-0.017078042030334473,-0.1496903896331787,2.0,2.0
-0.02945995330810547,0.03991127014160156,9.0,2.0
-0.04419100284576416,0.0419459342956543,2.0,6.0
0.009518623352050781,0.004191398620605469,9.0,2.0
0.061975717544555664,0.037105560302734375,2.0,10.0
0.6819462776184082,0.3398566246032715,6.0,6.0
0.09751224517822266,0.04889488220214844,9.0,10.0
0.13292455673217773,0.34607839584350586,6.0,6.0
0.0981130599975586,0.08373260498046875,9.0,10.0
0.08690452575683594,0.036543846130371094,9.0,10.0
0.08526921272277832,-0.17409586906433105,2.0,2.0
0.13090991973876953,-0.025840282440185547,9.0,6.0
0.1200096607208252,0.12172555923461914,2.0,6.0
0.006948709487915039,0.0925745964050293,2.0,6.0
-0.3599228858947754,-0.26608753204345703,6.0,10.0
0.07471799850463867,-0.015599846839904785,6.0,2.0
0.07225990295410156,-0.018979549407958984,6.0,2.0
0.07301568984985352,0.27590346336364746,6.0,2.0
-3.133056163787842,2.347074508666992,9.0,6.0
0.008998394012451172,0.0223238468170166,6.0,2.0
0.04610586166381836,-0.16356277465820312,2.0,2.0
-1.480741024017334,-1.5746736526489258,6.0,10.0
-0.6352348327636719,0.32082462310791016,9.0,6.0
-0.038306474685668945,-1.1347622871398926,2.0,6.0
-0.048702239990234375,0.430661678314209,9.0,6.0
-0.07933759689331055,0.0015573501586914062,6.0,2.0
0.03726482391357422,0.18982887268066406,9.0,10.0
0.04192304611206055,-0.03564727306365967,6.0,2.0
0.12367916107177734,0.0017981529235839844,9.0,6.0
0.21728110313415527,0.2827754020690918,2.0,6.0
-0.06315195560455322,0.44275403022766113,2.0,2.0
0.08991813659667969,0.0777883529663086,9.0,10.0
-0.02854633331298828,0.04010725021362305,9.0,2.0
-0.021732807159423828,-0.14022862911224365,2.0,2.0
0.40349721908569336,1.7779107093811035,6.0,6.0
-0.0918574333190918,-0.07039356231689453,6.0,10.0
0.1121673583984375,0.06466960906982422,9.0,10.0
-0.028089523315429688,0.04011082649230957,9.0,2.0
0.35094571113586426,-0.16567397117614746,2.0,2.0
0.34700727462768555,1.4188733100891113,6.0,6.0
0.3226180076599121,0.8071770668029785,6.0,6.0
0.22158384323120117,0.4719662666320801,2.0,6.0
0.07234048843383789,0.00722503662109375,6.0,2.0
-0.028882980346679688,0.18955516815185547,9.0,10.0
0.5747640132904053,-0.16904211044311523,2.0,2.0
-0.05150926113128662,0.002377033233642578,2.0,6.0
-0.028166770935058594,0.04017066955566406,9.0,2.0
0.18825769424438477,0.35788965225219727,6.0,6.0
0.09185409545898438,0.03799915313720703,9.0,10.0
-0.12076187133789062,0.08384990692138672,9.0,10.0
0.10087776184082031,0.048110008239746094,9.0,10.0
0.04417109489440918,0.1332073211669922,2.0,10.0
0.05105447769165039,0.1235346794128418,6.0,2.0
0.08009719848632812,0.05030250549316406,9.0,10.0
0.06299591064453125,0.03854942321777344,2.0,10.0
0.36867475509643555,-0.02295398712158203,6.0,10.0
0.03669118881225586,-0.15413737297058105,2.0,2.0
-0.006569385528564453,-0.022417664527893066,6.0,2.0
2.059450626373291,1.14552640914917,2.0,6.0
-0.3390021324157715,0.0022394657135009766,6.0,2.0
0.07449483871459961,0.10502147674560547,2.0,10.0
-0.10280370712280273,-0.06198263168334961,2.0,6.0
-0.012947559356689453,-0.15178680419921875,2.0,2.0
0.033797264099121094,-0.01612091064453125,6.0,2.0
0.2885880470275879,0.7758054733276367,6.0,6.0
-0.01858055591583252,-0.15087413787841797,2.0,2.0
0.05801963806152344,0.12866592407226562,9.0,10.0
0.10084152221679688,0.07053732872009277,6.0,2.0
0.3117027282714844,0.3226017951965332,6.0,6.0
0.03227996826171875,-0.9810929298400879,2.0,6.0
0.09790229797363281,0.04335212707519531,9.0,10.0
-0.2156205177307129,0.0714578628540039,6.0,10.0
-0.3531002998352051,-0.4808206558227539,6.0,10.0
-0.028173446655273438,0.04017329216003418,9.0,2.0
0.04855966567993164,0.047464609146118164,6.0,2.0
0.03560066223144531,0.1020669937133789,9.0,10.0
-0.03645515441894531,0.038933753967285156,9.0,2.0
0.08939552307128906,0.06775379180908203,9.0,10.0
-0.02321803569793701,-0.12952005863189697,2.0,2.0
-0.006716609001159668,-2.0449330806732178,2.0,6.0
0.0691385269165039,0.06128215789794922,9.0,10.0
-0.017084598541259766,-0.005940914154052734,6.0,2.0
-0.027496337890625,0.038951873779296875,9.0,2.0
0.03537702560424805,0.07152843475341797,2.0,10.0
0.08001518249511719,0.04499340057373047,9.0,10.0
0.6632659435272217,0.5845131874084473,2.0,6.0
-0.028947830200195312,0.040056705474853516,9.0,2.0
0.38918256759643555,0.33884382247924805,6.0,6.0
0.9839320182800293,0.19230985641479492,6.0,6.0
-0.5156993865966797,0.45816659927368164,9.0,6.0
-0.26998376846313477,0.7324881553649902,6.0,6.0
0.12061476707458496,0.10311222076416016,2.0,10.0
0.2579793930053711,0.7527461051940918,6.0,6.0
0.19390439987182617,0.36298704147338867,6.0,6.0
0.4437108039855957,-2.177978992462158,6.0,10.0
0.46782493591308594,-0.4241499900817871,2.0,6.0
0.45697450637817383,-0.5639019012451172,6.0,10.0
-0.04530608654022217,-0.06090235710144043,2.0,2.0
0.05061626434326172,0.026565074920654297,6.0,2.0
0.03478050231933594,0.0842599868774414,2.0,10.0
0.08572769165039062,0.0835733413696289,9.0,10.0
