5.09,5.76
5.32,5.3
7.67,3.99
6.22,4.91
5.87,5.03
9.31,2.74
6.76,3.9
4.18,5.25
8.15,3.83
4.47,5.49
5.3,4.72
5.75,4.84
4.63,5.4
6.62,3.38
4.24,4.94
4.65,5.56
5.44,5.09
8.24,3.89
5.4,5.09
4.99,4.9
5.74,4.81
5.62,3.91
5.45,5.53
4.3,2.66
6.76,4.13
6.66,4.37
9.88,3.6
8.3,3.92
7.66,3.79
5.64,4.18
5.69,4.84
4.14,5.64
7.09,3.47
9.94,2.05
4.51,3.64
5.95,4.5
8.45,2.62
6.6,4.9
7.64,4.23
5.16,5.27
7.3,4.41
9.63,2.99
5.03,4.8
7.89,4.55
6.34,4.44
6.86,4.39
5.02,5.3
6.08,4.9
4.76,5.42
8.13,4.05
5.94,4.48
6.34,4.87
4.64,5.35
5.12,5.26
5.05,5.32
7.41,4.27
7.15,3.71
5.31,4.56
3.89,4.38
6.87,4.72
6.99,4.59
6.49,4.66
4.78,5.6
6.43,4.07
5.09,4.78
7.89,3.62
4.97,5.51
6.71,4.46
7.07,4.34
4.28,5.26
5.8,4.95
6.19,4.64
3.7,5.27
5.56,4.77
5.67,5.3
5.93,5.03
8.19,3.02
4.23,4.95
8.1,4.03
5.62,5.23
6.91,4.48
6.23,4.84
9.04,3.49
9.18,3.63
3.83,5.7
5.2,4.73
4.73,4.3
5.22,5.33
4.55,5.4
4.19,5.71
3.44,5.44
6.65,4.71
5.19,5.12
7.15,3.91
5.04,3.75
7.1,4.49
6.25,4.77
4.72,4.8
7.18,4.09
3.4,3.63
6.25,4.36
5.46,5.32
4.53,4.87
4.71,5.59
7.27,3.75
5.54,4.73
5.61,5.1
5.45,4.46
4.24,3.76
5.54,4.4
6.55,4.29
5.71,4.15
4.66,4.67
5.81,5.07
9.11,3.23
5.66,4.9
4.57,5.31
5.49,4.68
4.84,5.79
7.33,4.17
5.34,4.89
10.1,2.82
9.6,2.6
4.54,5.36
11.42,2.52
7.37,3.85
8.97,3.51
6.62,4.16
7.22,4.14
11.25,2.46
6.51,4.46
8.36,3.63
5.62,4.25
4.54,5.04
6.2,4.61
5.61,5.25
9.35,3.38
7.01,4.39
10.77,2.49
7.68,4.2
8.31,3.85
9.94,3.18
8.02,4.22
7.67,3.76
8.13,4.0
5.58,4.9
6.45,4.44
10.88,2.74
7.08,4.69
7.58,4.23
5.64,5.07
7.12,3.2
5.19,5.11
7.33,4.22
5.14,5.15
5.82,4.68
6.09,4.87
8.68,3.32
6.33,4.97
5.47,5.18
9.37,2.46
12.55,1.9
5.49,4.86
7.3,4.25
5.61,4.54
5.12,4.93
4.38,5.19
5.72,5.04
5.44,4.64
4.37,3.01
5.83,4.09
7.21,4.14
8.7,3.66
6.1,4.7
4.92,5.28
11.41,1.73
9.94,2.91
9.36,3.11
8.62,3.3
10.16,3.02
4.58,5.73
8.65,3.88
7.36,4.64
4.67,5.03
5.15,5.48
6.47,3.89
15.04,0.73
9.74,2.66
8.76,3.05
4.7,4.02
7.01,4.61
7.9,4.34
6.7,4.6
9.1,3.54
7.35,4.42
9.95,2.81
6.33,4.88
7.54,4.11
17.85,-1.87
9.43,3.16
7.05,5.46
10.78,4.05
5.41,6.25
9.82,3.44
14.38,2.01
17.53,-0.04
7.33,4.39
5.6,5.37
4.81,6.18
5.3,6.05
6.45,5.63
6.65,5.83
5.67,5.89
8.81,4.75
4.78,6.32
4.76,6.03
12.23,2.98
6.24,5.17
7.85,5.02
6.56,5.83
5.07,6.95
6.81,5.79
9.22,4.6
5.25,5.86
5.97,5.52
5.02,6.48
5.77,5.9
4.85,6.35
8.35,4.73
5.42,5.7
7.1,5.4
4.89,5.73
9.58,3.59
7.59,5.74
15.57,0.96
8.17,4.4
9.03,3.55
5.87,6.09
5.6,5.95
